talkid,speaker,title,GENDER (M/F/X)
I1x9SIJ0Ll0,Abda N'Dyaie,Les lois de la physique | Abda N'Dyaie | TEDxLille,M
I4gRzjma4EA,Jean-Philippe Poupard,Tous facilitateurs du travail de demain | Jean-Philippe Poupard | TEDxRennes,M
i8O6IrUn-ig,Mehdi Dutheil,Ecologie et économie : deux enjeux conciliables ? | Mehdi Dutheil | TEDxUniversitéParisDauphine,M
I8WYGHPDprQ,Thibaud Dumas,Le Brain Hacking | Thibaud Dumas | TEDxPanthéonSorbonne,M
i981Ext6kOE,Nicolas Demassieux,Mais pourquoi l’Intelligence serait Artificielle? | Nicolas Demassieux | TEDxLiège,M
IAqkDx3rjhc,Jacques Bétant,Comment photographier des personnes difficiles d'accès | Jacques Bétant | TEDxGeneva,M
IcQy8XIGc9w,Olivier Jeannel,RogerVoice | Olivier Jeannel | TEDxParis,M
ICvHlpaX2SM,Yann Kersalé,Matières-Lumière | Yann Kersalé | TEDxUniversitéDeBordeaux,M
If92mr3B_Og,Pierre Robert de Latour,Les secrets du chant des orques | Pierre Robert de Latour | TEDxUniversitedeTours,M
iIuoLXQBvSc,Jérémy Lachal,"Ideasbox, remettre de la culture et de la vie dans les camps de réfugiés | Jérémy Lachal | TEDxParis",M
iMvB3ZZ4yRk,François DUPONT,Eloge de l'autorité | François DUPONT | TEDxLaBaule,M
iqk-loJ9pac,Sébastien Martinez,Vous avez une mémoire infaillible : prouvons-le | Sébastien Martinez | TEDxESSCA,M
irYNVnPOdLA,Jean-Luc Fallou,"Le contrat invisible, ciment de la confiance | Jean-Luc Fallou | TEDxIssylesMoulineaux",M
ITTd09DpqvI,Jean-Gabriel Ganascia,Free games with AI | Jean-Gabriel Ganascia | TEDxISTEC,M
IUByZw_CmkE,Yvon JOSEPH,Les arbres fruitiers en pot | Yvon JOSEPH | TEDxPointeaPitre,M
iyt1RCkkYMI,Arnauld Boulard,"La Réunion, prendre sa place dans le monde. | Arnauld Boulard | TEDxRéunion",M
iYZl8VznDfc,Radhi Meddeb,Comment être citoyen du monde? | Radhi Meddeb | TEDxCarthage,M
j_8rIem2xOU,Thibault Bastin & Bathélemy Gas,Recréer du lien intergénérationnel durable | Thibault Bastin & Bathélemy Gas | TEDxParis,M
J8PEymuDf6A,Christophe Galfard,Univers Parallèles et Révolution Quantique | Christophe Galfard | TEDxParis,M
jC4QLEWMGQc,Rémi CAMUS,"Oser, c'est gagner ! | Rémi CAMUS | TEDxOrléans",M
JeBhNZSFqEw,Vincent Bal & Thomas De Prins,L’ombrologie : l’art de dessiner avec les ombres | Vincent Bal & Thomas De Prins | TEDxMontrouge,M
Jg0n4e8mOus,Maxence Berlioz,Que va réellement apporter la révolution de l’industrie 4.0 ? | Maxence Berlioz | TEDxUSMBAnnecy,M
JJxhRIgA7wM,Jérôme Roussin,Blockchain et confiance | Jérôme Roussin | TEDxChampsElyseesSalon,M
JNK2y9ctr6o,Aymeric Libeau,Passer plus rapidement à la voiture électrique  | Aymeric Libeau | TEDxLaRochelle,M
jr-Nsu_Xo1g,Thierry MALO,Ecrire en langue dominée | Thierry MALO | TEDxPointeaPitre,M
jr0_bvbnnE0,Raphaël-David Lasseri,Make Research Great Again (du moins essayons) | Raphaël-David Lasseri | TEDxSaclay,M
jRJY-7shB-U,Eric Jurado,Objectif comète | Eric Jurado | TEDxToulouse,M
JwPFiYgvND4,Olivier Peyre,"Faire des choix plus responsables, un premier pas vers plus de liberté ? | Olivier Peyre | TEDxParis",M
JWUWKnyUR6U,Yves Tissot,La vie dont vous êtes le héros...joueur ! | Yves Tissot | TEDxUSMBAnnecy,M
jXUS0MRcFWM,Franck RAMUS,Le cerveau a-t-il un sexe ? | Franck RAMUS | TEDxClermont,M
JY32mIbo6GE,David Douyère,Pourquoi j'ai quitté Facebook | David Douyère | TEDxUniversitedeTours,M
JyKavovTTjI,Vincent Couronne,Comment les données de droit peuvent rendre le pouvoir aux citoyens? | Vincent Couronne | TEDxSaclay,M
jzEv8MFPiCE,François Dupuis,Le processus créatif | François Dupuis | TEDxEMLYON,M
Jzq3jM3YKi0,Tony Jazz,Yes we can! | Tony Jazz | TEDxRéunion,M
k4JPDCLtin4,Rand Hindi,"Pour profiter de la technologie, faisons la disparaître | Rand Hindi | TEDxParis",M
k9DlRVkumVc,Stéphane Riot,"Les 4 éléments et l'entreprise, une alchimie à (re)découvrir | Stéphane Riot | TEDxVaugirardRoad",M
K9jZZ-QBQRY,Lionel Dricot,Pourquoi regardons-nous les étoiles ? | Lionel Dricot | TEDxUCLouvain,M
kCq8w80hyDA,Massimo Agostinelli,Les hasards transformants | Massimo Agostinelli | TEDxLille,M
Kcu2g-UxGAc,Jean-Marc Elbhar,Le handicap : offrir l’inclusion plutôt que l’insertion | Jean-Marc Elbhar | TEDxCanebière,M
KdDDTAS-BDw,Aymeric Marmorat,S'engager pour entreprendre sa vie | Aymeric Marmorat | TEDxParcMontsouris,M
kejI4m_07NU,Butzi,Le pouvoir caché de votre créativité |  Butzi | TEDxLaDefense,M
KFxEcTolF4o,Frederic Saldmann,Toute mort avant 120 ans est une mort prématurée | Frederic Saldmann | TEDxMarseille,M
KGVZbpVuxSk,Anselm IBING,Les arbres : puissants alliés pour notre avenir  | Anselm IBING | TEDxDijon,M
KlHAxlnuOdY,Mathieu Guibert,Toutes les belles histoires ont une faim | Mathieu Guibert | TEDxLaBaule,M
KNRyKm-lggw,Jean-Baptiste Goulard,Apprendre de ce que l'on ne connait pas : le dilemme Obélix | Jean-Baptiste Goulard | TEDxESSCA,M
KOBEuHpEK3U,Elliot Lepers,Un assistant personnel pour faciliter la transition écologique | Elliot Lepers | TEDxParisSalon,M
KoesBh3fq-Y,JEAN MARC LAMBLIN,Courir : un droit universel | JEAN MARC LAMBLIN | TEDxLille,M
ksB80XYiYzI,Kevin Finel,Ca donnerait quoi si on prenait des cours de cerveau ? | Kevin Finel | TEDxVaugirardRoad,M
KTf4Qu47G_M,Erwin Schöpges,Une solution pour les exploitations agricoles familiales? | Erwin Schöpges | TEDxLiège,M
KTV6sI4mWW4,Gregoire Demange,Les secrets du sommeil | Gregoire Demange | TEDxIESEGLille,M
kwmjxB6wBHw,David Vucic,Pourquoi j'ai arrêté de manger de la viande ? | David Vucic | TEDxUSMBAnnecy,M
l0Rg_sw8SIk,Jean-François TOUSSAINT,"Espoirs, contraintes & limites du progrès | Jean-François TOUSSAINT | TEDxSaclay",M
L0XCZGDi4EA,Farid Ben Salem,Fun times are a-changing | Farid Ben Salem | TEDxISTEC,M
l3MXze2BL0M,Jean-Xavier Pelletier,La détermination sportive | Jean-Xavier Pelletier | TEDxAcademieSaintLouis,M
l6-oI9ZeG5o,Farid Humblot,66stories -- co-écrire des histoires pour créer | Farid Humblot | TEDxRéunion,M
l7u-SUgfl_A,Benjamin Grosjean,Je fabrique une voiture | Benjamin Grosjean | TEDxUSMBAnnecy,M
l803WXOXYAs,Pierre-Blaise DIONET,La synesthésie pour mieux comprendre et apprendre la musique | Pierre-Blaise DIONET | TEDxClermont,M
L9cFH7VdDy0,Philippe CAHEN,Le futur dans les signaux faibles | Philippe CAHEN | TEDxLimoges,M
L9Kg6ddhKnw,Thierry Crouzet,Comment être plus heureux dans un monde plus libre | Thierry Crouzet | TEDxLyon,M
LA7GZVUiOdk,Alexandre Chartier,How to interprete coincidences | Alexandre Chartier | TEDxCentraleNantes,M
lB6jQUdzhks,Emmanuel LECLERCQ,La vie est un combat ! Accepte-le ! | Emmanuel LECLERCQ | TEDxBelfort,M
lbEXN5Gve84,Gary Kobinger,Réponses d’urgences aux épidémies d’Ebola et autres pathogènes | Gary Kobinger | TEDxQuébec,M
Lc_3qYO4OJc,Hakim Bennaia,Space belongs to dreamers | Hakim Bennaia | TEDxYouth@CoursMirabeau,M
lD650LonLq4,Ezra,Que veux-tu faire quand tu seras grand ? | Ezra | TEDxRennes,M
Le7Pgr8ihNI,Nicolas Trüb,La créativité : l'art de transformer les nécessités en vertus | Nicolas Trüb | TEDxMontrouge,M
LeBk1bBk_C8,Antoine Mourey,Et si le charisme était un spray | Antoine Mourey | TEDxCentraleNantes,M
Lfc6hk9XDwk,Benoit Pinton,Tout ce qui ne tue pas rend plus fort | Benoit Pinton | TEDxKedgeBSBordeaux,M
LFTXmvo08FQ,Dominique Pon,"Le foot, le néant et moi | Dominique Pon | TEDxToulouse",M
Lga2fESj6j4,Abdelaziz EL KSOURI,"il n'y a pas que la ""musique"" pour faire de la ""musique"" | Abdelaziz EL KSOURI | TEDxHECAlger",M
LjO3ri1Qk4o,Dominique BOURG,"Oublions nos rêves de ""croissance verte"" | Dominique BOURG | TEDxClermont",M
LkZkRZEHx6Y,Laurent CYPRIA,Bonus introduction | Laurent CYPRIA | TEDxFortdeFrance,M
Lnb6kyMCsWo,Goulwen Lorcy,Et si on optimisait le système de santé ? | Goulwen Lorcy | TEDxRennes,M
lOpRfTmdljs,Paul-Louis Belletante,Laissez vos données de santé sauver votre vie | Paul-Louis Belletante | TEDxIssylesMoulineaux,M
LPI_1Tobito,Jérémy Demay,Se guérir | Jérémy Demay | TEDxHECMontréal,M
lQdUcH-GBS8,Christian CAVANNA,L'eau de l'air | Christian CAVANNA | TEDxPointeaPitre,M
lQXWYLBZyTY,Etienne Klein,Einstein ou l’art de dépasser les limites du monde observable. | Etienne Klein | TEDxSaclay,M
ls2wAp-e9Qw,Damien Gromier,54 heures pour changer de vie | Damien Gromier | TEDxÉcolePolytechnique,M
LVWUDLBYb-Q,GUILLAUME PITRON,métaux rares: la face cachée de la transition énergétique | GUILLAUME PITRON | TEDxLille,M
lWei-dU8B0M,Cyrille de Lasteyrie,Transformer le risque en chance | Cyrille de Lasteyrie | TEDxParis,M
lX9bgY5PH-Q,Eric Julien,L'explorateur d'interstices - Est-ce la limite? | Eric Julien | TEDxAlsace,M
LyKQKxX7rSQ,Pierre Varrod,Thinking out of the box about power and freedom | Pierre Varrod | TEDxEMLYON,M
LzfoSfEIZ8s,Aurélien BARRAU,L'univers inévident | Aurélien BARRAU | TEDxRoanne,M
m008jG7KuKg,Al PACMAN,Seul face au mur | Al PACMAN | TEDxPointeaPitre,M
m0Oqqzakdlc,Vigile Hoareau,Des Places pour être ansamb sur un internet intime | Vigile Hoareau | TEDxRéunion,M
M2vXgw4MS7A,Benjamin ROSOOR,#pasmieuxavant | Benjamin ROSOOR | TEDxLimoges,M
m6OJvK6k8rA,Nicolas Roos,Voyage à l'écoute de son intuition | Nicolas Roos | TEDxINPENSEEIHT,M
M7u4NwoDzOw,Xavier Mouton-Dubosc,Se défendre des attaques numériques | Xavier Mouton-Dubosc | TEDxToulouse,M
mb02HvW-g9A,Olivier Sibony,Et si les algorithmes méritaient notre confiance ? | Olivier Sibony | TEDxTours,M
mC3YvuQucec,Félix Pothier,L'importance du sport | Félix Pothier | TEDxAcademieSaintLouis,M
MdErB6pV7a4,Thomas Huchon,"Il ne faut pas croire tout ce qu’on raconte, vous savez... | Thomas Huchon | TEDxBordeaux",M
mfQmtPW4TPs,André Brugiroux,Le monde est mon pays | André Brugiroux | TEDxParcMontsouris,M
Mi59UJYV9jU,Ramïn Farhangi,Pourquoi j’ai créé une école où les enfants font ce qu’ils veulent. | Ramïn Farhangi | TEDxSaclay,M
MiSZJqS3wbU,Christophe Novou dit Picot,Ce virus m'a sauvé la vie | Christophe Novou dit Picot | TEDxUniversitedeTours,M
MKU5bFusPMs,Matthieu Dardaillon,"Créer le job de ses rêves, c'est possible ! | Matthieu Dardaillon | TEDxIESEGLille",M
MNPtrLOjUQA,François Renon & Quentin Despas,Etre plus heureux grâce aux technologies | François Renon & Quentin Despas | TEDxPanthéonSorbonne,M
MSoycOfK3GM,Pierre-Edouard DECIMUS,"Le Créole Blues, nouvelle catégorie musicale | Pierre-Edouard DECIMUS | TEDxPointeaPitre",M
mV-RTH8SRx0,Hugo STEPHAN,"Le revenu de base, pour arrêter de perdre sa vie à la gagner | Hugo STEPHAN | TEDxLIleSaintDenis",M
n-Z3cHOd1pg,Jean-Christophe Bonis,Et si une intelligence artificielle avait des sentiments ? | Jean-Christophe Bonis | TEDxIESEGLille,M
N2u6EDwumdQ,André Gennesseaux,Une solution béton pour stocker l’énergie solaire à faible coût | André Gennesseaux | TEDxParisSalon,M
n5Pq6o9rIZQ,Olivier Gasnault,Pourquoi tant de curiosity? | Olivier Gasnault | TEDxToulouse,M
N6jHeCZ_Yi8,Jean-Charles CAILLIEZ,Du collectionneur de marathons au professeur renversant | Jean-Charles CAILLIEZ | TEDxBelfort,M
n7Y15EFxfhM,Denis Cayet,Génétique de l’entrepreneur | Denis Cayet | TEDxRennes,M
N8Dr7awCZG8,Gustave PARKING,L'improvisation théâtrale pour tous | Gustave PARKING | TEDxPointeaPitre,M
nb5qstZZ_Jc,Gaël Giraud,Apprenons à partager les ressources pour sauver le vivant | Gaël Giraud | TEDxTours,M
nbCfiuAt4l4,Jean-Gabriel Chelala,Impossible ? Impensable ! | Jean-Gabriel Chelala | TEDxRennes,M
NczADgNgV_M,Pierre BARRAL,Démocratie et tirage au sort de nos représentants | Pierre BARRAL | TEDxSaclay,M
NFiZGW9pUGw,Eliott SCHONFELD,Comment vivre à 25 ans dans un monde qui meurt ? | Eliott SCHONFELD | TEDxNarbonne,M
niubVnhP92o,Marc-Antoine Fardin,Les chats sont-ils liquides ?  | Marc-Antoine Fardin | TEDxTours,M
NQRGXpJsn7c,Maxime VALLET,adopteunrobot.com | Maxime VALLET | TEDxClermont,M
nw9gMgZJAis,Arthur Le Vaillant,"Dérivons vers nos rêves d'enfant, c’est notre instinct de survie ! | Arthur Le Vaillant | TEDxCannes",M
NWZCtshT8p8,Vincent Cespedes,"La connaissance, une matière vivante.  | Vincent Cespedes | TEDxLaBaule",M
Nxpl7judCwY,Jean-Gabriel Causse,Le pouvoir des couleurs | Jean-Gabriel Causse | TEDxDunkerque,M
NYziDlpZx-8,Julien Dassa-Terrier,L’univers n’est pas une conspiration | Julien Dassa-Terrier | TEDxMontrouge,M
nzEx9_FhpMU,Albrecht Sonntag,Les institutions européennes : rempart contre l'oubli et le populisme | Albrecht Sonntag | TEDxESSCA,M
NZXJ7zh3PJM,Laurent Gounelle,Devenir pleinement soi-même | Laurent Gounelle | TEDxMarseille,M
O-M97SdUapA,Bernard Bloch,Le permis d'être soi-même | Bernard Bloch | TEDxLaRochelle,M
o6Xi1RveGac,Arash Derambarsh,Let's fight food waste to defeat hunger | Arash Derambarsh | TEDxLA,M
O7nGJsZGmiw,Vincent Clesi,"Mars, planète bleue! | Vincent Clesi | TEDxESCClermont",M
oaIQbh6BCmE,Eric Cassar,Des villes sensibles aux architectures subtiles | Eric Cassar | TEDxLyon,M
OBYdrfuOGKs,Joffrey Persia,Un voyage intérieur pour se retrouver | Joffrey Persia | TEDxUniversitéParisDauphine,M
OCzNXKdeYAA,Fabrice Epelboin,La fin des marques | Fabrice Epelboin | TEDxLyon,M
odrA_nbBXbI,François Reybet - Degat,Courage et dignité | François Reybet - Degat | TEDxChampsElyseesSalon,M
OHsHqahx2bg,Luca Gelberg,"Votre langue, on l'entend ; la mienne, on la voit | Luca Gelberg | TEDxLaRochelle",M
OjPry9zKBRE,Kirell BENZI,L'art des données | Kirell BENZI | TEDxAnnecy,M
oMrZYU8k3_0,Ronan Moal,Mieux comprendre sa sexualité pour l'améliorer | Ronan Moal | TEDxUBO,M
OmS2keyUqVE,Nicolas Bry,Le crowdsourcing au service de l'innovation | Nicolas Bry | TEDxArtsEtMétiersParisTech,M
oniaRyosiyQ,Davy Cosson,Remplaçons les hamburgers par des pissenlits  | Davy Cosson | TEDxTours,M
OqifhIXF5Mg,Victor Tramolay,Culture Sample | Victor Tramolay | TEDxReims,M
OW28KPPOiok,Mohamed El Bachiri,A Jihad of Love - The Answer to Terrorism | Mohamed El Bachiri | TEDxHilversum,M
p4ux2KO3NNI,Benjamin Lesage,Et si nous vivions sans argent ? | Benjamin Lesage | TEDxBordeaux,M
P59hm-EZgAI,Nathanaël Molle,Le potentiel des réfugiés | Nathanaël Molle | TEDxDunkerque,M
Pa6VLLRTn8M,Karim Benchenane,"L’inception, science-fiction ou réalité ? | Karim Benchenane | TEDxParis",M
pCM_-Z_r3Hs,Luc Soler,Les nouvelles technologies en soutien de la médecine-Est-ce la limite? | Luc Soler | TEDxAlsace,M
pDq-3FFQpW8,Guillaume Capelle,Comment accueillir les réfugiés peut renforcer la société | Guillaume Capelle | TEDxParis,M
pdQAIPPvLNw,Paul MARQUES-DUARTE,L'art est un jeu d'enfant | Paul MARQUES-DUARTE | TEDxRennes,M
peb73oUOpp0,Nans Thomassey,"Nus et culottés, se dépouiller soi-même pour découvrir le monde ! | Nans Thomassey | TEDxLyon",M
Pgr6PWxazrc,Géraud Paillot,Le futur : Ramer contre ou pagayer avec ? | Géraud Paillot | TEDxLaRochelle,M
PGTmT11OPCM,Ramzi Harbi,Eduquer par la curiosité | Ramzi Harbi | TEDxChampsElyseesED,M
pKHs0rqDA7A,Bolewa Sabourin,La rage de vivre | Bolewa Sabourin | TEDxChampsElyseesSalon,M
Pl3u5n6W_es,Guilhem Velve Casquillas,Comment les start-ups ont-elles conquis le monde ?  | Guilhem Velve Casquillas | TEDxAgroParisTech,M
pY-DT_0XFjU,Dorian DI BETTA,Et si on vivait davantage dans un monde réel ? | Dorian DI BETTA | TEDxOrléans,M
Q2G2eky6Azw,Pierre-Emmanuel Barré,Est-ce que le nouvel âge dort ? | Pierre-Emmanuel Barré | TEDxParis,M
q5e3ZyqWE4Q,André Tricot,L'Ecole du futur | André Tricot | TEDxToulouseSalon,M
q67TyRjGgxE,Marc Amérigo,La confiance dans un collectif engagé dans l’ultraperformance | Marc Amérigo | TEDxIssylesMoulineaux,M
QcEH5yB-yEU,Guy GABON,Quand l'art sert l'humanisme | Guy GABON | TEDxPointeaPitre,M
qCpPJHeWBL0,Gerard Baillard,"Oui, mais ça c'était avant.  | Gerard Baillard | TEDxLaBaule",M
qcVs7XDxAkI,Eddy Durteste,Les rencontres construisent le chemin qui dessine nos vies | Eddy Durteste | TEDxBordeaux,M
qEJgmuFliqo,Thomas C. Durand,L'aisance cognitive (ou de la complexité cachée) | Thomas C. Durand | TEDxToulouse,M
QfgRaThf-kA,Allae Hammioui,Into the Wild: Sustainable Tourism With Djebli Club | Allae Hammioui | TEDxChouaibDoukkaliU,M
qFibzV_Oc_s,Brian Mathé,The wonders of friendship | Brian Mathé | TEDxAgroParisTech,M
QhKBDbAPCOk,Jean-Charles Cailliez,L'innovation par le changement de posture - Est-ce lalimite? | Jean-Charles Cailliez | TEDxAlsace,M
qHTRuo0iJ54,Alex JAFFRAY,Recyclages et embellissements musicaux (feat. Candice Parise) | Alex JAFFRAY | TEDxClermont,M
QInKxMxkn5Q,Olivier Nerot,Émancipons l’humain pour une société ouverte | Olivier Nerot | TEDxIssylesMoulineaux,M
QJQBAqt7esM,Ludovic Duguépéroux,En immersion à bord de l'Aquarius  | Ludovic Duguépéroux | TEDxParis,M
qlzkM1wAoTo,Laurent Sanchez,Street Art : L'art prend la rue. | Laurent Sanchez | TEDxVannes,M
qOawEQopAWY,Abdulkader FATTOUH,Itinéraire d'un rêveur-nez | Abdulkader FATTOUH | TEDxLyon,M
qObXb-o9BKI,Samuel Grzybowski,Peut-on vivre ensemble quand on a des religions différentes? | Samuel Grzybowski | TEDxVaugirardRoad,M
qpovP3P4buU,Rochdi Belgasmi,"Sur les pas des ancêtres, je danse | Rochdi Belgasmi | TEDxCarthage",M
Qq3cars_Dxs,Benjamin Piouffle,"Pour mieux décider, reprenons en main l'information | Benjamin Piouffle | TEDxNouméa",M
quaFwdpTYVs,Jean-Philippe Rennard,"Darknet, le grand malentendu ? | Jean-Philippe Rennard | TEDxParis",M
qWn650UExnY,Laurent Vercueil,Pourquoi notre corps nous chatouille | Laurent Vercueil | TEDxTours,M
QyB59dlg2KE,Laurent Debas,Biodiversité : Dépendants et solidaires? | Laurent Debas | TEDxAix,M
qZ525d6Y-ww,Vincent Touboul Flachaire,"La publicité, moteur solidaire | Vincent Touboul Flachaire | TEDxIESEGLille",M
qzWCiAv1YPM,Patrick Viveret,Le bonheur : un enjeu politique méconnu | Patrick Viveret | TEDxVaugirardRoad,M
R0JOrUK2UfQ,Yazid KHERFI,Repris de justesse: prévenir la délinquance par la rencontre | Yazid KHERFI | TEDxLIleSaintDenis,M
r5OEIY7oz6I,Yann Allain,Cybersécurité : Faites votre choix en conscience | Yann Allain | TEDxRennes,M
RCSdWN6RbNs,Sébastien SAINT-MARTIN,Alt Control : Ma descente en apnée dans les abysses d'Excel | Sébastien SAINT-MARTIN | TEDxClermont,M
RDcYGPcesvg,Jean-Paul Mari,How to survive to a post-traumatic stress ? | Jean-Paul Mari | TEDxCannes,M
Re8yzqnadaM,Philippe Lentschener,Comment la France peut-elle se raconter au monde ? | Philippe Lentschener | TEDxParis,M
RgPr_lDRHsM,Paul-Henri de Le Rue,"Dépasser ses peurs, c'est oser être soi même | Paul-Henri de Le Rue | TEDxValenciennes",M
rgVjL8UBkWc,Laurent Jacqua,Comment j'ai réussi ma plus belle évasion après 25 ans de détention. | Laurent Jacqua | TEDxParis,M
ri_JmBhF53c,Guibert Del Marmol,Vers l'économie régénératrice | Guibert Del Marmol | TEDxVaugirardRoad,M
Rjv-4won7iU,Carlo DeSacco,Rencontre avec le Maloya | Carlo DeSacco | TEDxRéunion,M
rK7cdxR3vuc,Olivier DE SCHUTTER,La révolution citoyenne dans l'alimentation | Olivier DE SCHUTTER | TEDxUNamur,M
rkebd_7EM0c,Guy Bazillio,La colère m’a ouvert la voie vers ma voix | Guy Bazillio | TEDxNarbonne,M
RpJEP4eMeT4,Eric Raffis,Construire le développement touristique par l’architecture | Eric Raffis | TEDxPapeeteSalon,M
RqrKpaTyUaU,SERGE LE BOULCH,L’habitat intergénérationnel solidaire au cœur de la Cité. | SERGE LE BOULCH | TEDxCanebière,M
rqrrSq0g2fQ,Basile BERNARD,RUPTURE AMOUREUSE ET PARADOXES | Basile BERNARD | TEDxIleDeNantes,M
RUTidfuQzBw,Jérôme Aucan,Il faut rendre intelligents les câbles sous-marins | Jérôme Aucan | TEDxNouméa,M
RVzd3Cy7YAQ,Richard Thiriet,Le sens de l’engagement | Richard Thiriet | TEDxLaBaule,M
rx2gI8nmuJE,Fabien MARRET,L’histoire d’une petite boîte qui innove… | Fabien MARRET | TEDxClermont,M
rzRPFtys6os,Pierre CAZENEUVE,Pourquoi le prochain Président devrait avoir 25 ans | Pierre CAZENEUVE | TEDxÉcoleCentraleLyon,M
RZyqkfUqcaE,Edwin Mootoosamy,"Internet, l’outil de l’artisan de la société 3.0 | Edwin Mootoosamy | TEDxReims",M
S4tGUH0K0YQ,Grégory LOGAN,Se trouver par l'échec | Grégory LOGAN | TEDxAnnecy,M
sBm_Omugr04,Jérémie PICHON,"Zéro Déchet, un mode de vie en transition | Jérémie PICHON | TEDxUNamur",M
sEjsS8wTTrc,Benjamin van WYK de VRIES,Put yourself in my shoe | Benjamin van WYK de VRIES | TEDxClermont,M
SeKFgqUnr5k,Vivien Roussel,Le Fablab : un espace de développement de soi | Vivien Roussel | TEDxESCClermont,M
SFrUOPVkf-Q,Olivier Nerot,Embrasser le chaos | Olivier Nerot | TEDxLyon,M
SgE3mcqL5yY,Guilhem Chamboredon,L'art est un désir | Guilhem Chamboredon | TEDxNouméa,M
SkRr7-hjGfE,Damien Bratic,TEDxCentraleLille - Pourquoi être sous pression ?  | Damien Bratic | TEDxCentraleLille,M
sLJtR-U1gCY,Rand Hindi,"Promouvoir l’innovation et protéger la vie privée, mythe ou réalité ? | Rand Hindi | TEDxSaclay",M
SLs4AEOqVh0,Gabriel Levionnois,Recettes bénéfiques : un concept pour changer le monde | Gabriel Levionnois | TEDxNouméa,M
sqkSkeKYRZU,Wahab Marouf,S'intégrer : le match gagnant | Wahab Marouf | TEDxRennes,M
sZZyCglb-ks,Rachid SANTAKI,Jamais K.O. | Rachid SANTAKI | TEDxLIleSaintDenis,M
t_vBDvQF708,Romaric Mouftaou,Construis le pays dont tu rêves | Romaric Mouftaou | TEDxAkpakpa,M
t0izJ2WoLDY,Sylvain LEVY,Resist to the social pressure and to yourself. | Sylvain LEVY | TEDxLimoges,M
t3MI4P_Vz2g,Fouad Ben ABdelkader,Le XXIè siècle sera spirituel ou ne sera pas | Fouad Ben ABdelkader | TEDxUNamur,M
T4f6Vn2Q_Eo,Adel Kachermi,La vie rêvée d'Adel | Adel Kachermi | TEDxFribourg,M
t7P7G1HGtDs,Paul Benoit,Petite histoire de l'informatique : du boulier à Carnot | Paul Benoit | TEDxUniversitéParisDauphine,M
TCscK-7yQog,Tarik CHEKCHAK,"En 2040 : Guadeloupe, championne du vivant ! | Tarik CHEKCHAK | TEDxPointeaPitre",M
TCxuVZT8FPA,Axel Allétru,Le pouvoir du mental pour une vie sans rancune | Axel Allétru | TEDxParcMontsouris,M
TD_ApNm9Zho,Carel PEDRE,Les réseaux sociaux ou l’émergence d’un citoyen 2.0 | Carel PEDRE | TEDxPointeaPitre,M
tefETERe06g,Ghislain BARDOUT,Comment Je Suis Devenu Explorateur ? | Ghislain BARDOUT | TEDxSaclay,M
TfqhsBSMs6k,François Charlet,"Gratuit ou pas, le produit c'est nous, et nos données | François Charlet | TEDxLausanneSalon",M
THaM-n3MIJo,Karim Duval,L'humour comme arme de transmission massive !  | Karim Duval | TEDxSaclay,M
tifQQXwYab4,Loïc BELLEIL,Le juge et l’algorithme | Loïc BELLEIL | TEDxNantesSalon,M
TKKiWZEGIvw,Sébastien Bigo,"Résonance, cohérence, interférence: 3 notions qui éclairent internet | Sébastien Bigo | TEDxSaclay",M
TQCFSqQIh6I,Matthew Tomkinson,L'impact des jeux d'aujourd'hui sur les générations de demain | Matthew Tomkinson | TEDxIESEGParis,M
TSfsL_sbRYk,David Brower,Le pouvoir d’une vraie connexion humaine | David Brower | TEDxLaDefense,M
TsPlPYUDVQE,Abraham 'Tismé' DIALLO,Seul | Abraham 'Tismé' DIALLO | TEDxClermont,M
tSrJHFpfZic,Yves Le Pestipon,Regards neufs sur de vieilles fables | Yves Le Pestipon | TEDxToulouse,M
tTcrwOjAo30,Franck Zal,Comment un ver marin m’a révélé le secret du sang universel | Franck Zal | TEDxParis,M
TTDDyaLghH0,Bertrand USCLAT,Survivre au changement climatique avec Yes Vous Aime | Bertrand USCLAT | TEDxClermont,M
txy3FG4K43s,Booly Styves THOLE,On est déjà demain | Booly Styves THOLE | TEDxPointeaPitre,M
TzUBqGP4mb4,Naccache BOURHANE,Le sourire du facteur | Naccache BOURHANE | TEDxRéunion,M
u-fWSoBNf8o,Clément VIKTOROVITCH,Les pouvoirs de la rhétorique décryptés | Clément VIKTOROVITCH | TEDxParisSalon,M
U6mL-bc1vJk,François-Xavier Laurent,ADN-o-maton: quand le code génétique tire le portrait (robot) | François-Xavier Laurent | TEDxRennes,M
U8Z9gLTP-W0,Dessinateur ASTER,Le grand pouvoir des petits dessins | Dessinateur ASTER | TEDxClermont,M
UaT745guCVA,Christophe Cabanne,Et si on cultivait nos vies comme on cultive nos agrumes ? | Christophe Cabanne | TEDxIESEGLille,M
uGjpNZ3P0Xo,Alexis Bellas,How anxiety became my best teacher | Alexis Bellas | TEDxUNamur,M
Ukc3eap4oLQ,Pablo RAUZY,"Le libre accès à la recherche scientifique, commun de l'humanité | Pablo RAUZY | TEDxClermontSalon",M
ukmBZTknl9g,Frédéric Dayan,"Demain, vous vous soignerez à l'aide d'un jumeau digital | Frédéric Dayan | TEDxCannes",M
UmEDIUyzBP4,Benoît REEVES,Comprendre le cosmos pour dessiner l'avenir | Benoît REEVES | TEDxPointeaPitre,M
